objectid,filename,title,creator,editor,date,subject,description,source,identifier,format,language,rights,rightsstatement
coll1572,welty.jpeg,The American Musical Theater,Lehman Engel, ,1967,Non-fiction,"Inscription on first fly leaf page:
""For Eudora - Princess - /with much much love - /Lehman"" Note: ",Mississippi Department of Archives and History,W2005.1.1570,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1573,welty.jpeg,Jules Pascin's Caribbean Sketchbook,Jules Pascin,(Introduction by) John Palmer Leeper,1964,Art, Note: ,Mississippi Department of Archives and History,W2005.1.1571,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1574,welty.jpeg,Exile's Return,Malcolm Cowley, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1572,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1575,welty.jpeg,Five Great Modern Irish Plays,George Jean Nathan, ,1941,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1573,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1576,welty.jpeg,The Penguin Dictionary of the Theater,John Russell Taylor, ,1970,Reference, Note: ,Mississippi Department of Archives and History,W2005.1.1574,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1577,welty.jpeg,On Dramatic Method,Harley Granville-Barker, ,1956,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1575,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1578,welty.jpeg,French Town,Carl Carmer, ,1928,Poetry,"Inscription on front page reads ""For E.A.W / From N.K.B. / T.J.'s birthday 1992"". Note: ",Mississippi Department of Archives and History,W2005.1.1576,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1579,welty.jpeg,The Life of the Scorpion,J. Henri Fabre, ,1923,Non-fiction,"Inscription on front end papers reads ""For Eudora on her birthday - with deep affection, RM 1991"" and also ""Mark H. Arnold MCMXXVIII / IV / XVI"". Inside front cover has a bookplate that  reads ""From the collection of Mark H. Arnold / Bossburg, Pennsylvania / Presented to the Library by Edna & Elizabeth Arnold"". Note: ",Mississippi Department of Archives and History,W2005.1.1577,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1580,welty.jpeg,The Frogs,Aristophanes , ,1962,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1578,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1581,welty.jpeg,The Far-Side of the Dollar,Ross MacDonald, ,1964,Fiction,"""Eudora"" inscribed on 2nd frontispiece. Note: ",Mississippi Department of Archives and History,W2005.1.1579,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1582,welty.jpeg,The Book of the Dead,Elizabeth Daly, ,1944,Fiction, Note: Pages 75-78 are ripped at bottom and missing,Mississippi Department of Archives and History,W2005.1.1580,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1583,welty.jpeg,Euripides I, ,David/ Richmond Grene/ Lattimore,1955,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1581,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1584,welty.jpeg,Roses,Peter Coats, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1582,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1585,welty.jpeg,Stones of Glory- Stones of France,Alexander Frenkley, ,1944,Photography,"Inscription on the front end papers says: ""From the FOFFS (Art, Toni, that is) / To Eudora with Love"" Note: Descriptive letterpress in English and French on each plate.",Mississippi Department of Archives and History,W2005.1.1583,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1586,welty.jpeg,Five Plays, Moliére,(Translated by) John Wood,1953,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1584,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1587,welty.jpeg,Three Plays,Anton Chehov, ,1951,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1585,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1588,welty.jpeg,Theban Plays, Sophocles,E.F. Watling (translator) Watling,1947,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1586,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1589,welty.jpeg,Seven Famous Greek Plays, ,Whitney J./ Eugene Oates/ O'Neill Jr.,1950,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1587,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1590,welty.jpeg,The Oedipus Cycle, Sophocles, ,"[1958, c1949]",Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1588,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1591,welty.jpeg,Aesthetics and History,Bernard Berenson, ,1954 [c1948],Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1589,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1592,welty.jpeg,The Renaissance,Walter Pater, ,,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1590,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1593,welty.jpeg,The Oresteian Trilogy, Aeschylus, ,1968,Tragedy, Note: ,Mississippi Department of Archives and History,W2005.1.1591,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1594,welty.jpeg,Three Plays,Henrick Ibsen,Una Ellis-Fermor (translator) Ellis-Fermor,1954,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1592,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1595,welty.jpeg,The Seagull,Anton Chehov, ,1954,Drama, Note: Loose between pages 30-31 and 206-207 and flyleaf and title page.,Mississippi Department of Archives and History,W2005.1.1593,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1596,welty.jpeg,The Seagull,Anton Chehov, ,1954,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1594,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1597,welty.jpeg,A Doll's House: Ghosts: An Enemy of the People,Henrick Ibsen, ,1923,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1595,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1598,welty.jpeg,John Webster and Cyril Tourneur: Four Plays,John/ Cyril Webster/ Tourneur, ,1956,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1596,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1599,welty.jpeg,Henrik Ibsen: The Last Plays,Henrik Ibsen, ,1959,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1597,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1600,welty.jpeg,The Idea of a Theater,Francis Fergusson, ,,Drama, Note: ,Mississippi Department of Archives and History,W2005.1.1598,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1601,welty.jpeg,The Third Man,Graham/ Carol Greene/ Reed, ,1968,Film Script, Note: ,Mississippi Department of Archives and History,W2005.1.1599,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1602,welty.jpeg,Shaw on Music,Bernard Shaw,Eric Bentley,1955,Musical Score/ Music Criticism, Note: ,Mississippi Department of Archives and History,W2005.1.1600,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1603,welty.jpeg,Shaw's Dramatic Criticism,Bernard Shaw,(A Selection by) John F. Matthews,1959,Criticism, Note: ,Mississippi Department of Archives and History,W2005.1.1601,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1604,welty.jpeg,A Life in Theatre,Sir Tyrone Guthrie, ,1959,Biography, Note: ,Mississippi Department of Archives and History,W2005.1.1602,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1605,welty.jpeg,The Man of Letters in New England and the South: Essays on the History of the Literary Vocation in America,Lewis P. Simpson, ,1973,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1603,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1606,welty.jpeg,My Life in Art,Constantin Stanislavski,J.J. Robins (translator) Robins,1956,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1604,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1607,welty.jpeg,Getting Started in the Theater,Lehman Engel, ,1973,Theater,"Inscription inside front cover:
""To Princess Welty, with love, Lehman"" Note: ",Mississippi Department of Archives and History,W2005.1.1605,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1608,welty.jpeg,A Book of Nonsense,Edward/ Lewis/ and others Lear/ Carroll/ and others,Ernest Rhys,1974,Children's Literature, Note: ,Mississippi Department of Archives and History,W2005.1.1606,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1609,welty.jpeg,A Second Flowering: Works and Days of the Lost Generation,Malcolm Cowley, ,1973,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1607,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1610,welty.jpeg,Words with Music,Lehman Engel, ,1972,Musical Score/ Music Criticism,"Inscription:
""To the Princess of Pure Delight, Love, Lehman"" Note: ",Mississippi Department of Archives and History,W2005.1.1608,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1611,welty.jpeg,The New Oxford Book of English Light Verse, ,Kingsley Amis,1978,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.1609,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1612,welty.jpeg,Perfect Behavior: A Guide for Ladies and Gentlemen in All Social Crises,Donald Ogden Stewart, ,"[1964, c1949]",Humour, Note: ,Mississippi Department of Archives and History,W2005.1.1610,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1613,welty.jpeg,The Open Night,John Lehmann, ,1952,Anthology, Note: ,Mississippi Department of Archives and History,W2005.1.1611,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1614,welty.jpeg,The Dramatic Imagination,Robert Edmond Jones, ,1941,Reflections and Interpretations, Note: ,Mississippi Department of Archives and History,W2005.1.1612,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1615,welty.jpeg,A Curtain of Green and Other Stories,Eudora Welty, ,1968,Short Story/ Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1613,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1616,welty.jpeg,Author and Agents (Uncorrected Proof),Michael Kreyling, ,1991,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1614,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1617,welty.jpeg,Jazzmen,Frederic Remsey,"Frederic/ Charles Edward Ramsey, Jr./ Smith",1939,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1615,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1618,welty.jpeg,Been Here and Gone,"Frederic Ramsey, Jr.", ,1960,Music Criticism, Note: ,Mississippi Department of Archives and History,W2005.1.1616,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1619,welty.jpeg,Planning and Producing the Musical Show,Lehman Engel, ,,Theater, Note: ,Mississippi Department of Archives and History,W2005.1.1617,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1620,welty.jpeg,American Popular Song: The Great Innovators 1900-1950,Alec Wilder, ,1972,Music Criticism, Note: ,Mississippi Department of Archives and History,W2005.1.1618,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1621,welty.jpeg,A Guide to Coole Park CO. Galway,Colin Smythie, ,1983,Drama/ Travel Literature,"Inscription inside front cover reads ""Eudora Welty with homage Colin Smythe"" in black ink in the center of the page. Note: ",Mississippi Department of Archives and History,W2005.1.1619,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1622,welty.jpeg,William Faulkner: A Life on Paper (Transcription from Film), ,(Script by) A.I. Bezzerides,1980,Biography, Note: ,Mississippi Department of Archives and History,W2005.1.1620,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1623,welty.jpeg,"Jean Renoir: The French Films, 1924-1939",Alexander Sesonske, ,1980,Film Criticism, Note: ,Mississippi Department of Archives and History,W2005.1.1621,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1624,welty.jpeg,The Faber Book of Nonsense Verse, ,Geoffrey Grigson,1979,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.1622,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1625,welty.jpeg,A Day at the Races (Film Script),Robert/George Pirosh/Seaton, ,"[1972, c1937]",Film Script, Note: ,Mississippi Department of Archives and History,W2005.1.1623,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1626,welty.jpeg,Second Sight,Jonathan Aaron, ,1982,Poetry,"Inscription:
""For Eudora - At last, with love, Jonathan, April 26, 1983"" Note: ",Mississippi Department of Archives and History,W2005.1.1624,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1627,welty.jpeg,"""Original Sacred Harp"" Standard Melodies", ,(Published by) Sacred Harp Publishing Company Inc. ,1971,Music, Note: ,Mississippi Department of Archives and History,W2005.1.1625,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1628,welty.jpeg,Edward Lear: The Life of a Wanderer,Vivien Noakes, ,1969 [c1968],Biography, Note: ,Mississippi Department of Archives and History,W2005.1.1626,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1629,welty.jpeg,Flaubert and Turgenev: A Friendship in Letters,Gustave Flaubert,Barbara Beaumont,"1987, c1985.",Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1627,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1630,welty.jpeg,Classic Crimes,William Roughead, ,1951,True Crime, Note: ,Mississippi Department of Archives and History,W2005.1.1628,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1631,welty.jpeg,A Room of One's Own,Virginia Woolf, ,1957,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1629,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1632,welty.jpeg,Getting Through,John McGahern, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1630,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1633,welty.jpeg,Later the Same Day,Grace Paley, ,"1986, c1985.",Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1631,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1634,welty.jpeg,An Artist of the Floating World,Kauo Ishiguro, ,1986 or 1987,Novel/ Historical Fiction/ Psychological Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1632,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1635,welty.jpeg,The Remains of the Day,Kauo Ishiguro, ,1989,Novel/ Romance Novel/ Historical Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.1633,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1636,welty.jpeg,The Last Laugh,S.J. Perelman, ,1981,Humour, Note: ,Mississippi Department of Archives and History,W2005.1.1634,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1637,welty.jpeg,A Modern Southern Reader, ,Ben/ Patrick/ S.J. Forkner/ Samway/ and S.J.,1986,Anthology, Note: ,Mississippi Department of Archives and History,W2005.1.1635,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1638,welty.jpeg,"Charles Tomlinson, Selected Poems 1951-1974",Charles Tomlinson, ,,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.1636,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll1639,welty.jpeg,"The Journal of Mississippi History 42, no. 1 (February 1980)", ,Mississippi Historical Society ,1980,Periodical,"Inscription on title page:
""Francis P. Mills"" Note: ",Mississippi Department of Archives and History,W2005.1.1637,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
